policy,profile,seed,deadline_ms,frames,mean_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,mean_final_latency_ms,deadline_miss_rate,mean_output_confidence,usable_confidence_proxy,total_bandwidth_kb,bandwidth_per_frame_kb,bandwidth_per_1000_frames_kb,fallback_rate,reuse_rate,stale_acceptance_rate,remote_attempt_rate,remote_success_rate,remote_accept_rate,remote_accepted_per_frame,remote_rejected_deadline_rate,remote_rejected_freshness_rate,remote_failed_loss_rate,remote_unreachable_rate,pct_local_fast,pct_edge_accurate,pct_hybrid,pct_degraded_safe,mode_switches,mode_switches_per_1000,deadline_sweep_ms,remote_deadline_margin,is_selected_value
dapper,lossy,113,100.0,1000,25.11573781751927,34.14436127878192,34.867885766711,34.99782157537433,31.685721930267743,0.0,0.7254462125679975,0.7402162266401762,18625.0,18.625,18625.0,0.0,0.0,0.0,0.745,0.8053691275167785,0.1261744966442953,0.094,0.6791946308724832,0.0,0.19463087248322147,0.0,25.5,0.0,74.5,0.0,367,367.0,100.0,0.2,False
dapper,lossy,114,100.0,1000,25.05695156474369,34.026649628584615,34.857774174382406,34.983091762156874,31.76472240386522,0.0,0.72440817275247,0.7393453718347903,17675.0,17.675,17675.0,0.0,0.0,0.0,0.707,0.8076379066478077,0.1371994342291372,0.097,0.6704384724186704,0.0,0.19236209335219237,0.0,29.299999999999997,0.0,70.7,0.0,359,359.0,100.0,0.2,False
dapper,lossy,115,100.0,1000,24.76252752899427,34.140208891814694,34.85306689119638,34.992962372181864,31.597060228847266,0.0,0.7251726691219196,0.7398453016431278,17850.0,17.85,17850.0,0.0,0.0,0.0,0.714,0.7969187675070029,0.13725490196078433,0.098,0.6596638655462185,0.0,0.2030812324929972,0.0,28.599999999999998,0.0,71.39999999999999,0.0,380,380.0,100.0,0.2,False
dapper,lossy,116,100.0,1000,24.951356764470432,33.914227978461774,34.857265543400885,34.99525986411179,32.60167100412868,0.0,0.7243445892890008,0.7428840823811076,17975.0,17.975,17975.0,0.0,0.0,0.0,0.719,0.8344923504867872,0.15577190542420027,0.112,0.6787204450625869,0.0,0.16550764951321278,0.0,28.1,0.0,71.89999999999999,0.0,382,382.0,100.0,0.2,False
dapper,lossy,117,100.0,1000,25.037129912861214,33.9567672696681,34.764351269100246,34.996388970755305,30.05768402831528,0.0,0.726073452957747,0.7373350959476548,17900.0,17.9,17900.0,0.0,0.0,0.0,0.716,0.7988826815642458,0.1005586592178771,0.072,0.6983240223463687,0.0,0.2011173184357542,0.0,28.4,0.0,71.6,0.0,378,378.0,100.0,0.2,False
dapper,lossy,118,100.0,1000,24.83203368389728,33.86314293776527,34.704566823658226,34.94197590424748,31.59642683182519,0.0,0.7277094589160901,0.742481456687588,17425.0,17.425,17425.0,0.0,0.0,0.0,0.697,0.8335724533715926,0.13916786226685796,0.097,0.6944045911047346,0.0,0.16642754662840745,0.0,30.3,0.0,69.69999999999999,0.0,402,402.0,100.0,0.2,False
dapper,lossy,119,100.0,1000,25.22380561542694,34.16353447898527,34.88856396573517,34.993426719837316,32.113435816803424,0.0,0.72570145608929,0.7415107092676313,18600.0,18.6,18600.0,0.0,0.0,0.0,0.744,0.8198924731182796,0.13440860215053763,0.1,0.6854838709677419,0.0,0.18010752688172044,0.0,25.6,0.0,74.4,0.0,342,342.0,100.0,0.2,False
dapper,lossy,120,100.0,1000,24.94356883456326,33.94762430607923,34.82126839451995,34.99480299428936,31.257672307205212,0.0,0.7242446744200584,0.7384825033900047,18075.0,18.075,18075.0,0.0,0.0,0.0,0.723,0.7980636237897649,0.12448132780082988,0.09,0.673582295988935,0.0,0.20193637621023514,0.0,27.700000000000003,0.0,72.3,0.0,366,366.0,100.0,0.2,False
dapper,lossy,121,100.0,1000,24.890186762682326,33.9509837447526,34.75636721943252,34.9865485323475,32.77353024549474,0.0,0.7226738180182367,0.7410438719949963,18675.0,18.675,18675.0,0.0,0.0,0.0,0.747,0.821954484605087,0.1499330655957162,0.112,0.6720214190093708,0.0,0.17804551539491298,0.0,25.3,0.0,74.7,0.0,339,339.0,100.0,0.2,False
dapper,lossy,122,100.0,1000,25.08579289471596,34.07524967583675,34.72465675884838,34.92311681265087,31.763246506243785,0.0,0.7253656451784852,0.7408740543618451,18550.0,18.55,18550.0,0.0,0.0,0.0,0.742,0.7951482479784366,0.1280323450134771,0.095,0.6671159029649596,0.0,0.20485175202156333,0.0,25.8,0.0,74.2,0.0,330,330.0,100.0,0.2,False
dapper,lossy,123,100.0,1000,24.817178107343594,33.97858252982191,34.71884738710505,34.9640180768012,32.29314773222189,0.0,0.725177200048534,0.7433974475207357,17875.0,17.875,17875.0,0.0,0.0,0.0,0.715,0.8055944055944056,0.15244755244755245,0.109,0.6531468531468532,0.0,0.1944055944055944,0.0,28.499999999999996,0.0,71.5,0.0,380,380.0,100.0,0.2,False
dapper,lossy,124,100.0,1000,25.144076835710404,34.0084817041087,34.82162623829404,34.999930978152555,33.825274803426076,0.0,0.7252006399861742,0.7459351026481479,18725.0,18.725,18725.0,0.0,0.0,0.0,0.749,0.835781041388518,0.16688918558077437,0.125,0.6688918558077437,0.0,0.16421895861148197,0.0,25.1,0.0,74.9,0.0,362,362.0,100.0,0.2,False
dapper,lossy,125,100.0,1000,25.290207315525716,34.07810779324134,34.85987931432081,34.99675173862079,31.822242841358705,0.0,0.725008358044021,0.7393774547547449,17300.0,17.3,17300.0,0.0,0.0,0.0,0.692,0.8078034682080925,0.13872832369942195,0.096,0.6690751445086706,0.0,0.19219653179190752,0.0,30.8,0.0,69.19999999999999,0.0,374,374.0,100.0,0.2,False
dapper,lossy,126,100.0,1000,25.012306557377276,34.01851118868758,34.87231873366858,34.99707928007821,32.11656113797526,0.0,0.7223553858756083,0.7383183297008713,18375.0,18.375,18375.0,0.0,0.0,0.0,0.735,0.8204081632653061,0.13877551020408163,0.102,0.6816326530612244,0.0,0.17959183673469387,0.0,26.5,0.0,73.5,0.0,354,354.0,100.0,0.2,False
dapper,lossy,127,100.0,1000,24.933813775828348,34.03862120823819,34.851014551058256,34.985303846764054,32.69662669143229,0.0,0.7254720911704587,0.7435683780371112,18100.0,18.1,18100.0,0.0,0.0,0.0,0.724,0.7720994475138122,0.15469613259668508,0.112,0.6174033149171271,0.0,0.22790055248618785,0.0,27.6,0.0,72.39999999999999,0.0,373,373.0,100.0,0.2,False
dapper,lossy,128,100.0,1000,25.361525346794913,34.112832194106765,34.722796126768856,34.99638466136344,32.25036818382081,0.0,0.7258146565752936,0.7414867988063029,17775.0,17.775,17775.0,0.0,0.0,0.0,0.711,0.8270042194092827,0.1420534458509142,0.101,0.6849507735583685,0.0,0.1729957805907173,0.0,28.9,0.0,71.1,0.0,399,399.0,100.0,0.2,False
dapper,lossy,129,100.0,1000,24.956002553810663,34.060395492680186,34.85750602439408,34.980831653703675,31.49496513929532,0.0,0.7240405957959037,0.7388445901022926,18725.0,18.725,18725.0,0.0,0.0,0.0,0.749,0.8130841121495327,0.12550066755674233,0.094,0.6875834445927904,0.0,0.18691588785046728,0.0,25.1,0.0,74.9,0.0,351,351.0,100.0,0.2,False
dapper,variable,100,100.0,1000,19.847097399190012,33.61420558459003,34.76027410675784,34.95054826151675,21.97468170885308,0.0,0.7259116438296801,0.7309100495998946,5375.0,5.375,5375.0,0.284,0.216,0.0,0.215,0.9116279069767442,0.15348837209302327,0.033,0.7581395348837209,0.0,0.08837209302325581,0.0,56.89999999999999,0.0,21.5,21.6,342,342.0,100.0,0.2,False
dapper,variable,101,100.0,1000,19.873228370530978,33.51859359353788,34.716729365681125,34.99816501848515,22.429717590864318,0.0,0.7275598148950951,0.7338505135735993,6025.0,6.025,6025.0,0.256,0.2,0.0,0.241,0.9294605809128631,0.15767634854771784,0.038,0.7717842323651453,0.0,0.07053941908713693,0.0,55.900000000000006,0.0,24.099999999999998,20.0,331,331.0,100.0,0.2,False
dapper,variable,102,100.0,1000,21.725835154751234,33.952084801243224,34.85412725538718,34.995332379528136,24.55018827202417,0.0,0.7253923428217819,0.7325011631642455,6075.0,6.075,6075.0,0.167,0.131,0.0,0.243,0.9012345679012346,0.1728395061728395,0.042,0.7283950617283951,0.0,0.09876543209876543,0.0,62.6,0.0,24.3,13.100000000000001,304,304.0,100.0,0.2,False
dapper,variable,103,100.0,1000,19.512093113412188,33.581179869308166,34.6745142049723,34.99051342908312,21.536858533775952,0.0,0.7264145780785138,0.7316018841146493,5975.0,5.975,5975.0,0.315,0.239,0.0,0.239,0.9079497907949791,0.12552301255230125,0.03,0.7824267782426778,0.0,0.09205020920502092,0.0,52.2,0.0,23.9,23.9,358,358.0,100.0,0.2,False
dapper,variable,104,100.0,1000,21.518439904160722,33.92297556550541,34.71580596411837,34.944614204784195,24.19286560109536,0.0,0.727405744674525,0.7335000817049102,5675.0,5.675,5675.0,0.187,0.143,0.0,0.227,0.920704845814978,0.1762114537444934,0.04,0.7444933920704846,0.0,0.07929515418502203,0.0,63.0,0.0,22.7,14.299999999999999,297,297.0,100.0,0.2,False
dapper,variable,105,100.0,1000,20.409246302565197,33.52133876628223,34.7773651787171,34.98077376103997,23.376413958481,0.0,0.726150768098847,0.7330994621409599,6100.0,6.1,6100.0,0.238,0.184,0.0,0.244,0.9467213114754098,0.1762295081967213,0.043,0.7704918032786885,0.0,0.05327868852459016,0.0,57.199999999999996,0.0,24.4,18.4,334,334.0,100.0,0.2,False
dapper,variable,106,100.0,1000,21.59372391817589,33.5305156645498,34.67586933903363,34.993851868805095,24.22464112131524,0.0,0.7255234671581106,0.7321782081483472,5525.0,5.525,5525.0,0.175,0.136,0.0,0.221,0.9366515837104072,0.18099547511312217,0.04,0.755656108597285,0.0,0.06334841628959276,0.0,64.3,0.0,22.1,13.600000000000001,290,290.0,100.0,0.2,False
dapper,variable,107,100.0,1000,20.056441701403287,33.56666120695883,34.6268453225655,34.98148819897819,22.290948278842663,0.0,0.7240116849833446,0.729203334796121,4925.0,4.925,4925.0,0.261,0.201,0.0,0.197,0.9137055837563451,0.16751269035532995,0.033,0.7461928934010152,0.0,0.08629441624365482,0.0,60.199999999999996,0.0,19.7,20.1,301,301.0,100.0,0.2,False
dapper,variable,108,100.0,1000,20.480881005394448,33.99159903353784,34.77692101060002,34.94872090187498,23.301428970536026,0.0,0.7260048286422379,0.7332002127738215,6000.0,6.0,6000.0,0.26,0.196,0.0,0.24,0.925,0.175,0.042,0.75,0.0,0.075,0.0,56.39999999999999,0.0,24.0,19.6,334,334.0,100.0,0.2,False
dapper,variable,109,100.0,1000,21.210997956041414,33.76823065319891,34.76110730262953,34.98660651522982,23.060011675214664,0.0,0.7239038673745836,0.7281507289543079,5375.0,5.375,5375.0,0.203,0.156,0.0,0.215,0.9348837209302325,0.12558139534883722,0.027,0.8093023255813954,0.0,0.06511627906976744,0.0,62.9,0.0,21.5,15.6,311,311.0,100.0,0.2,False
dapper,variable,110,100.0,1000,20.982663888093814,33.908831310824965,34.67822534775889,34.98146709760653,22.85841796982215,0.0,0.7252583766377324,0.7294279576298566,5500.0,5.5,5500.0,0.226,0.171,0.0,0.22,0.9181818181818182,0.12727272727272726,0.028,0.7909090909090909,0.0,0.08181818181818182,0.0,60.9,0.0,22.0,17.1,315,315.0,100.0,0.2,False
dapper,variable,111,100.0,1000,21.15036747714493,33.79838354481562,34.723349040720166,34.97684653932659,23.898246545335653,0.0,0.7257443855359366,0.7321232698987364,6050.0,6.05,6050.0,0.216,0.166,0.0,0.242,0.9297520661157025,0.16942148760330578,0.041,0.7603305785123967,0.0,0.07024793388429752,0.0,59.199999999999996,0.0,24.2,16.6,312,312.0,100.0,0.2,False
dapper,variable,112,100.0,1000,21.078172240720427,34.0565418294024,34.79412676903375,34.95854802039493,24.212262504548903,0.0,0.728773769620013,0.7356621447394286,6425.0,6.425,6425.0,0.215,0.162,0.0,0.257,0.9455252918287937,0.17898832684824903,0.046,0.7665369649805448,0.0,0.054474708171206226,0.0,58.099999999999994,0.0,25.7,16.2,324,324.0,100.0,0.2,False
dapper,variable,113,100.0,1000,21.273906223598555,33.57682626381407,34.78843892853948,34.96829040868747,22.896912929005918,0.0,0.7263068757945752,0.7298801650003229,5800.0,5.8,5800.0,0.197,0.15,0.0,0.232,0.9396551724137931,0.10344827586206896,0.024,0.8362068965517241,0.0,0.0603448275862069,0.0,61.8,0.0,23.200000000000003,15.0,301,301.0,100.0,0.2,False
dapper,variable,114,100.0,1000,19.651478679764644,33.53883646549626,34.61117657596823,34.99588156157893,21.80082481738994,0.0,0.7222741502329159,0.7272650507331792,4450.0,4.45,4450.0,0.266,0.205,0.0,0.178,0.9044943820224719,0.1797752808988764,0.032,0.7247191011235955,0.0,0.09550561797752809,0.0,61.7,0.0,17.8,20.5,333,333.0,100.0,0.2,False
dapper,variable,115,100.0,1000,21.45827282696581,33.34691437699113,34.626745067103904,34.87718954629805,24.548942824019623,0.0,0.7230935571850724,0.7305974128658156,5350.0,5.35,5350.0,0.176,0.137,0.0,0.214,0.9065420560747663,0.2102803738317757,0.045,0.6962616822429907,0.0,0.09345794392523364,0.0,64.9,0.0,21.4,13.700000000000001,290,290.0,100.0,0.2,False
dapper,variable,116,100.0,1000,20.840460970931165,33.98344969197258,34.76841725790863,34.94714462527301,22.676296011280233,0.0,0.7289372186607409,0.7337824041177154,4900.0,4.9,4900.0,0.239,0.184,0.0,0.196,0.9336734693877551,0.1377551020408163,0.027,0.7959183673469388,0.0,0.0663265306122449,0.0,62.0,0.0,19.6,18.4,294,294.0,100.0,0.2,False
dapper,variable,117,100.0,1000,22.76021868961211,34.240173789397694,34.82080355680936,34.990866631104254,24.340232113684532,0.0,0.7236897900442029,0.7274013833791875,6150.0,6.15,6150.0,0.132,0.1,0.0,0.246,0.9146341463414634,0.09349593495934959,0.023,0.8211382113821138,0.0,0.08536585365853659,0.0,65.4,0.0,24.6,10.0,296,296.0,100.0,0.2,False
dapper,variable,118,100.0,1000,21.19990772515089,33.5101571170854,34.37942051281876,34.868091607089696,24.795661088368785,0.0,0.7251742139285398,0.7332718839678496,6650.0,6.65,6650.0,0.193,0.148,0.0,0.266,0.9323308270676691,0.19548872180451127,0.052,0.7368421052631579,0.0,0.06766917293233082,0.0,58.599999999999994,0.0,26.6,14.799999999999999,320,320.0,100.0,0.2,False
dapper,variable,119,100.0,1000,20.98980792595105,33.65904383541709,34.57959716197339,34.99635852821138,23.759955843587026,0.0,0.7248011782863056,0.731759718303051,5900.0,5.9,5900.0,0.218,0.166,0.0,0.236,0.9279661016949152,0.17372881355932204,0.041,0.7542372881355932,0.0,0.07203389830508475,0.0,59.8,0.0,23.599999999999998,16.6,303,303.0,100.0,0.2,False
dapper,variable,120,100.0,1000,21.637219680970638,33.96526001626422,34.71258654891299,34.99491157025027,24.157473320400253,0.0,0.7236256274039456,0.7299055176505913,7075.0,7.075,7075.0,0.179,0.134,0.0,0.283,0.9399293286219081,0.13074204946996468,0.037,0.8091872791519434,0.0,0.06007067137809187,0.0,58.3,0.0,28.299999999999997,13.4,319,319.0,100.0,0.2,False
dapper,variable,121,100.0,1000,20.769854338698046,33.76407787463392,34.80089032279628,34.994688323129196,24.68125200719413,0.0,0.7246801812954811,0.7345887093906228,6775.0,6.775,6775.0,0.217,0.168,0.0,0.271,0.948339483394834,0.2140221402214022,0.058,0.7343173431734318,0.0,0.05166051660516605,0.0,56.10000000000001,0.0,27.1,16.8,311,311.0,100.0,0.2,False
dapper,variable,122,100.0,1000,21.13175821444513,33.694416258508085,34.631522901173106,34.97317679379236,24.23120819446242,0.0,0.727101792089757,0.7340206501603544,5650.0,5.65,5650.0,0.197,0.151,0.0,0.226,0.9557522123893806,0.19911504424778761,0.045,0.7566371681415929,0.0,0.04424778761061947,0.0,62.3,0.0,22.6,15.1,312,312.0,100.0,0.2,False
dapper,variable,123,100.0,1000,21.09321361110236,33.79103353765298,34.79488657343286,34.98222422308634,23.181419503996473,0.0,0.7282104611957531,0.7339684088091011,5550.0,5.55,5550.0,0.215,0.164,0.0,0.222,0.9369369369369369,0.14414414414414414,0.032,0.7927927927927928,0.0,0.06306306306306306,0.0,61.4,0.0,22.2,16.400000000000002,318,318.0,100.0,0.2,False
dapper,variable,124,100.0,1000,21.732988484636902,33.61582768332837,34.67732058291188,34.996246009129095,23.750766552712175,0.0,0.7242599698219147,0.7290090601287487,6700.0,6.7,6700.0,0.169,0.132,0.0,0.268,0.8955223880597015,0.11194029850746269,0.03,0.7835820895522388,0.0,0.1044776119402985,0.0,60.0,0.0,26.8,13.200000000000001,338,338.0,100.0,0.2,False
dapper,variable,125,100.0,1000,20.769788307085673,33.55572104656107,34.7780426012565,34.94952031560075,23.64318483654006,0.0,0.7246252838037862,0.7310543455649272,5925.0,5.925,5925.0,0.222,0.17,0.0,0.237,0.9409282700421941,0.17721518987341772,0.042,0.7637130801687764,0.0,0.05907172995780591,0.0,59.3,0.0,23.7,17.0,320,320.0,100.0,0.2,False
dapper,variable,126,100.0,1000,21.1478810158433,33.75159446968112,34.720173914570076,34.997585709381326,23.72466143080774,0.0,0.730137150017489,0.7363161985328225,5775.0,5.775,5775.0,0.21,0.163,0.0,0.231,0.9307359307359307,0.16883116883116883,0.039,0.7619047619047619,0.0,0.06926406926406926,0.0,60.6,0.0,23.1,16.3,315,315.0,100.0,0.2,False
dapper,variable,127,100.0,1000,20.660215773075464,34.01155392391131,34.710521322396545,34.9805264786951,22.9640357303438,0.0,0.7254115546748069,0.7311096624471685,5750.0,5.75,5750.0,0.245,0.187,0.0,0.23,0.9521739130434783,0.14347826086956522,0.033,0.808695652173913,0.0,0.04782608695652174,0.0,58.3,0.0,23.0,18.7,329,329.0,100.0,0.2,False
dapper,variable,128,100.0,1000,19.588881490818014,33.63444553862527,34.724924465655434,34.96530254190218,21.60420490748735,0.0,0.7261101277963585,0.7302212879187465,4475.0,4.475,4475.0,0.278,0.214,0.0,0.179,0.9162011173184358,0.16201117318435754,0.029,0.7541899441340782,0.0,0.08379888268156424,0.0,60.699999999999996,0.0,17.9,21.4,299,299.0,100.0,0.2,False
dapper,variable,129,100.0,1000,21.009790891695804,33.95183803633796,34.77333674805944,34.967648156933706,23.06959798697679,0.0,0.7216296347896245,0.7265740112000998,5425.0,5.425,5425.0,0.227,0.175,0.0,0.217,0.9447004608294931,0.14746543778801843,0.032,0.7972350230414746,0.0,0.055299539170506916,0.0,60.8,0.0,21.7,17.5,312,312.0,100.0,0.2,False
dapper,outage,100,100.0,1000,7.390958833110617,31.53222247776869,33.92161243264051,34.99545577037872,7.390958833110617,0.0,0.7256162643603677,0.7256162643603677,0.0,0.0,0.0,1.0,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,77.4,422,422.0,100.0,0.2,False
dapper,outage,101,100.0,1000,7.394054329988902,31.520563490832846,34.26171430265933,34.94450915915627,7.394054329988902,0.0,0.7269702216094329,0.7269702216094329,0.0,0.0,0.0,1.0,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,78.10000000000001,412,412.0,100.0,0.2,False
dapper,outage,102,100.0,1000,7.51680019137851,31.462924322041214,34.417701339171714,34.98162652146018,7.51680019137851,0.0,0.725179462474503,0.725179462474503,0.0,0.0,0.0,1.0,0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.200000000000003,0.0,0.0,76.8,422,422.0,100.0,0.2,False
dapper,outage,103,100.0,1000,7.378221024983012,31.251434028184203,34.6042054298873,34.981104653112794,7.378221024983012,0.0,0.7262335249696575,0.7262335249696575,0.0,0.0,0.0,1.0,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,77.0,429,429.0,100.0,0.2,False
dapper,outage,104,100.0,1000,7.568293210290533,31.59395630138461,34.54533747275368,34.97633437705056,7.568293210290533,0.0,0.7263175970031922,0.7263175970031922,0.0,0.0,0.0,1.0,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,76.5,422,422.0,100.0,0.2,False
dapper,outage,105,100.0,1000,7.519378267796368,31.402502329388795,34.46505659979935,34.921933732182964,7.519378267796368,0.0,0.7248271436420854,0.7248271436420854,0.0,0.0,0.0,1.0,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,77.2,417,417.0,100.0,0.2,False
dapper,outage,106,100.0,1000,7.549106265746754,31.449714720334896,34.37540672388598,34.964850295506736,7.549106265746754,0.0,0.7212594093828284,0.7212594093828284,0.0,0.0,0.0,1.0,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,77.7,414,414.0,100.0,0.2,False
dapper,outage,107,100.0,1000,7.495635529917344,31.80791921566703,34.39018497885919,34.99112443015811,7.495635529917344,0.0,0.7250211366010297,0.7250211366010297,0.0,0.0,0.0,1.0,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0,76.9,422,422.0,100.0,0.2,False
dapper,outage,108,100.0,1000,7.251361824662859,31.14265792210696,34.17418822409749,34.97297658698431,7.251361824662859,0.0,0.7266974788453335,0.7266974788453335,0.0,0.0,0.0,1.0,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,77.0,426,426.0,100.0,0.2,False
dapper,outage,109,100.0,1000,7.685496458575816,31.705170488180077,34.40871885608117,34.88886016594044,7.685496458575816,0.0,0.7258121030951461,0.7258121030951461,0.0,0.0,0.0,1.0,0.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,76.5,427,427.0,100.0,0.2,False
dapper,outage,110,100.0,1000,7.355193804523941,30.694822041353905,34.222511546491425,34.969462845702225,7.355193804523941,0.0,0.7245809511185383,0.7245809511185383,0.0,0.0,0.0,1.0,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,77.2,425,425.0,100.0,0.2,False
dapper,outage,111,100.0,1000,7.398682547644234,31.455362565824643,34.05726657846486,34.958198085831974,7.398682547644234,0.0,0.7280638471067766,0.7280638471067766,0.0,0.0,0.0,1.0,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.900000000000002,0.0,0.0,77.10000000000001,414,414.0,100.0,0.2,False
dapper,outage,112,100.0,1000,7.370625290236145,31.426397231090824,34.038780941246515,34.949972127365655,7.370625290236145,0.0,0.7280606555765715,0.7280606555765715,0.0,0.0,0.0,1.0,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,77.9,412,412.0,100.0,0.2,False
dapper,outage,113,100.0,1000,7.147796806593906,30.844985093880027,33.96419838510252,34.91680130902314,7.147796806593906,0.0,0.7299582611154545,0.7299582611154545,0.0,0.0,0.0,1.0,0.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.200000000000003,0.0,0.0,76.8,437,437.0,100.0,0.2,False
dapper,outage,114,100.0,1000,7.501176014095029,31.4914309836508,34.414218678920534,34.97406829855338,7.501176014095029,0.0,0.7224631994341497,0.7224631994341497,0.0,0.0,0.0,1.0,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,77.7,398,398.0,100.0,0.2,False
dapper,outage,115,100.0,1000,7.428611862088066,30.652007764158807,34.152857588086846,34.990047900593524,7.428611862088066,0.0,0.7262317832361891,0.7262317832361891,0.0,0.0,0.0,1.0,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,77.8,413,413.0,100.0,0.2,False
dapper,outage,116,100.0,1000,7.310877248374183,30.959598437937885,34.2744524675671,34.84799240200695,7.310877248374183,0.0,0.727895972888168,0.727895972888168,0.0,0.0,0.0,1.0,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,76.5,434,434.0,100.0,0.2,False
dapper,outage,117,100.0,1000,7.385847848859415,31.09198240986329,34.14712359689956,34.96597639562117,7.385847848859415,0.0,0.7183856901372877,0.7183856901372877,0.0,0.0,0.0,1.0,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,78.10000000000001,403,403.0,100.0,0.2,False
dapper,outage,118,100.0,1000,7.254554051460061,31.241459127591458,33.60889001037177,34.741923692424066,7.254554051460061,0.0,0.7269199104810466,0.7269199104810466,0.0,0.0,0.0,1.0,0.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,78.0,408,408.0,100.0,0.2,False
dapper,outage,119,100.0,1000,7.544636632920723,31.97128927281031,34.12470746616695,34.92690319762808,7.544636632920723,0.0,0.7220765044472426,0.7220765044472426,0.0,0.0,0.0,1.0,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.599999999999998,0.0,0.0,76.4,434,434.0,100.0,0.2,False
